index,22nd,name,party,committee,region,gender,times,election,en_name
151,제22대,신영대,더불어민주당,"기획재정위원회, 예산결산특별위원회",전북 군산시김제시부안군갑,남,재선,지역구,SHINYEONGDAE
152,제22대,신장식,조국혁신당,"국회운영위원회, 정무위원회",비례대표,남,초선,비례대표,SHINCHANGSIK
153,제22대,신정훈,더불어민주당,행정안전위원회,전남 나주시화순군,남,3선,지역구,SHINJEONGHOON
154,제22대,안규백,더불어민주당,국방위원회,서울 동대문구갑,남,5선,지역구,AHNGYUBACK
155,제22대,안도걸,더불어민주당,"기획재정위원회, 예산결산특별위원회",광주 동구남구을,남,초선,지역구,AHNDOGEOL
156,제22대,안상훈,국민의힘,보건복지위원회,비례대표,남,초선,비례대표,AHNSANGHOON
157,제22대,안철수,국민의힘,외교통일위원회,경기 성남시분당구갑,남,4선,지역구,AHNCHEOLSOO
158,제22대,안태준,더불어민주당,국토교통위원회,경기 광주시을,남,초선,지역구,ANTAEJUN
159,제22대,안호영,더불어민주당,환경노동위원회,전북 완주군진안군무주군,남,3선,지역구,ANHOYOUNG
160,제22대,양문석,더불어민주당,"문화체육관광위원회, 국회운영위원회",경기 안산시갑,남,초선,지역구,YANGMOONSEOK
161,제22대,양부남,더불어민주당,행정안전위원회,광주 서구을,남,초선,지역구,YANGBUNAM
162,제22대,어기구,더불어민주당,농림축산식품해양수산위원회,충남 당진시,남,3선,지역구,EOHKIYKU
163,제22대,엄태영,국민의힘,"국토교통위원회, 예산결산특별위원회",충북 제천시단양군,남,재선,지역구,EOMTAEYOUNG
164,제22대,염태영,더불어민주당,국토교통위원회,경기 수원시무,남,초선,지역구,YEOMTAEYOUNG
165,제22대,오기형,더불어민주당,"기획재정위원회, 예산결산특별위원회",서울 도봉구을,남,재선,지역구,OHGIHYOUNG
166,제22대,오세희,더불어민주당,산업통상자원중소벤처기업위원회,비례대표,여,초선,비례대표,OHSAEHEE
167,제22대,용혜인,기본소득당,행정안전위원회,비례대표,여,재선,비례대표,YONGHYEIN
168,제22대,우원식,무소속,,서울 노원구갑,남,5선,지역구,WOOWONSHIK
169,제22대,우재준,국민의힘,환경노동위원회,대구 북구갑,남,초선,지역구,WOOJAEJUN
170,제22대,위성곤,더불어민주당,"예산결산특별위원회, 행정안전위원회",제주 서귀포시,남,3선,지역구,WISEONGGON
171,제22대,위성락,더불어민주당,"외교통일위원회, 정보위원회",비례대표,남,초선,비례대표,WISUNGLAC
172,제22대,유동수,더불어민주당,정무위원회,인천 계양구갑,남,3선,지역구,YOODONGSOO
173,제22대,유상범,국민의힘,"법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",강원 홍천군횡성군영월군평창군,남,재선,지역구,YOOSANGBUM
174,제22대,유영하,국민의힘,"정무위원회, 정보위원회",대구 달서구갑,남,초선,지역구,YOOYEONGHA
175,제22대,유용원,국민의힘,"국방위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",비례대표,남,초선,비례대표,YUYONGWEON
176,제22대,윤건영,더불어민주당,"국회운영위원회, 행정안전위원회",서울 구로구을,남,재선,지역구,YOUNKUNYOUNG
177,제22대,윤상현,국민의힘,외교통일위원회,인천 동구미추홀구을,남,5선,지역구,YOONSANGHYUN
178,제22대,윤영석,국민의힘,국토교통위원회,경남 양산시갑,남,4선,지역구,YOONYOUNGSEOK
179,제22대,윤재옥,국민의힘,국토교통위원회,대구 달서구을,남,4선,지역구,YUNJAEOK
180,제22대,윤종군,더불어민주당,"국토교통위원회, 국회운영위원회",경기 안성시,남,초선,지역구,YOONJONGKUN
181,제22대,윤종오,진보당,"국토교통위원회, 예산결산특별위원회",울산 북구,남,재선,지역구,YOONJONGO
182,제22대,윤준병,더불어민주당,"농림축산식품해양수산위원회, 예산결산특별위원회",전북 정읍시고창군,남,재선,지역구,YOONJOONBYEONG
183,제22대,윤한홍,국민의힘,정무위원회,경남 창원시마산회원구,남,3선,지역구,YOONHANHONG
184,제22대,윤호중,더불어민주당,기획재정위원회,경기 구리시,남,5선,지역구,YUNHOJUNG
185,제22대,윤후덕,더불어민주당,외교통일위원회,경기 파주시갑,남,4선,지역구,YOONHUDUK
186,제22대,이강일,더불어민주당,정무위원회,충북 청주시상당구,남,초선,지역구,LEEKANGILL
187,제22대,이개호,더불어민주당,보건복지위원회,전남 담양군함평군영광군장성군,남,4선,지역구,LEEKAIHO
188,제22대,이건태,더불어민주당,법제사법위원회,경기 부천시병,남,초선,지역구,LEEGEONTAE
189,제22대,이광희,더불어민주당,행정안전위원회,충북 청주시서원구,남,초선,지역구,LEEGOANGHEE
190,제22대,이기헌,더불어민주당,"문화체육관광위원회, 정보위원회",경기 고양시병,남,초선,지역구,LEEKIHEON
191,제22대,이달희,국민의힘,"행정안전위원회, 여성가족위원회",비례대표,여,초선,비례대표,LEEDALHEE
192,제22대,이만희,국민의힘,농림축산식품해양수산위원회,경북 영천시청도군,남,3선,지역구,LEEMANHEE
193,제22대,이병진,더불어민주당,농림축산식품해양수산위원회,경기 평택시을,남,초선,지역구,YIBYEONGJIN
194,제22대,이상식,더불어민주당,"행정안전위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",경기 용인시갑,남,초선,지역구,LEESANGSIK
195,제22대,이상휘,국민의힘,과학기술정보방송통신위원회,경북 포항시남구울릉군,남,초선,지역구,LEESANGHWI
196,제22대,이성권,국민의힘,"정보위원회, 행정안전위원회",부산 사하구갑,남,재선,지역구,LEESEONGKWEUN
197,제22대,이성윤,더불어민주당,법제사법위원회,전북 전주시을,남,초선,지역구,LEESUNGYOON
198,제22대,이소영,더불어민주당,"국토교통위원회, 국회운영위원회",경기 의왕시과천시,여,재선,지역구,LEESOYOUNG
199,제22대,이수진,더불어민주당,보건복지위원회,경기 성남시중원구,여,재선,지역구,LEESOOJIN
200,제22대,이양수,국민의힘,농림축산식품해양수산위원회,강원 속초시인제군고성군양양군,남,3선,지역구,LEEYANGSOO
201,제22대,이언주,더불어민주당,산업통상자원중소벤처기업위원회,경기 용인시정,여,3선,지역구,LEEUNJU
202,제22대,이연희,더불어민주당,"국토교통위원회, 여성가족위원회",충북 청주시흥덕구,남,초선,지역구,LEEYEONHEE
203,제22대,이용선,더불어민주당,외교통일위원회,서울 양천구을,남,재선,지역구,LEEYONGSUN
204,제22대,이용우,더불어민주당,환경노동위원회,인천 서구을,남,초선,지역구,YONGWOOLEE
205,제22대,이원택,더불어민주당,농림축산식품해양수산위원회,전북 군산시김제시부안군을,남,재선,지역구,LEEWONTAEG
206,제22대,이인선,국민의힘,"기획재정위원회, 여성가족위원회",대구 수성구을,여,재선,지역구,LEEINSEON
207,제22대,이인영,더불어민주당,"정무위원회, 정보위원회",서울 구로구갑,남,5선,지역구,LEEINYOUNG
208,제22대,이재강,더불어민주당,"외교통일위원회, 예산결산특별위원회",경기 의정부시을,남,초선,지역구,LEEJAEGANG
209,제22대,이재관,더불어민주당,산업통상자원중소벤처기업위원회,충남 천안시을,남,초선,지역구,LEEJAEKWAN
210,제22대,이재명,더불어민주당,외교통일위원회,인천 계양구을,남,재선,지역구,LEEJAEMYUNG
211,제22대,이재정,더불어민주당,외교통일위원회,경기 안양시동안구을,여,3선,지역구,LEEJAEJUNG
212,제22대,이정문,더불어민주당,정무위원회,충남 천안시병,남,재선,지역구,LEEJUNGMUN
213,제22대,이정헌,더불어민주당,과학기술정보방송통신위원회,서울 광진구갑,남,초선,지역구,LEEJEONGHEON
214,제22대,이종배,국민의힘,산업통상자원중소벤처기업위원회,충북 충주시,남,4선,지역구,LEEJONGBAE
215,제22대,이종욱,국민의힘,기획재정위원회,경남 창원시진해구,남,초선,지역구,LEEJONHWOOK
216,제22대,이주영,개혁신당,"보건복지위원회, 예산결산특별위원회",비례대표,여,초선,비례대표,JUYOUNGLEE
217,제22대,이준석,개혁신당,과학기술정보방송통신위원회,경기 화성시을,남,초선,지역구,LEEJUNSEOK
218,제22대,이철규,국민의힘,산업통상자원중소벤처기업위원회,강원 동해시태백시삼척시정선군,남,3선,지역구,LEECHULGYU
219,제22대,이춘석,더불어민주당,국토교통위원회,전북 익산시갑,남,4선,지역구,LEECHOONSUAK
220,제22대,이학영,더불어민주당,환경노동위원회,경기 군포시,남,4선,지역구,LEEHACKYOUNG
221,제22대,이해민,조국혁신당,과학기술정보방송통신위원회,비례대표,여,초선,비례대표,LEEHAIMIN
222,제22대,이해식,더불어민주당,행정안전위원회,서울 강동구을,남,재선,지역구,LEEHAESIK
223,제22대,이헌승,국민의힘,정무위원회,부산 부산진구을,남,4선,지역구,LEEHUNSEUNG
224,제22대,이훈기,더불어민주당,과학기술정보방송통신위원회,인천 남동구을,남,초선,지역구,LEEHOONKI
225,제22대,인요한,국민의힘,외교통일위원회,비례대표,남,초선,비례대표,IHNYOHAN
226,제22대,임광현,더불어민주당,기획재정위원회,비례대표,남,초선,비례대표,LIMKWANGHYUN
227,제22대,임미애,더불어민주당,"농림축산식품해양수산위원회, 여성가족위원회, 예산결산특별위원회",비례대표,여,초선,비례대표,LIMMIAE
228,제22대,임오경,더불어민주당,문화체육관광위원회,경기 광명시갑,여,재선,지역구,LIMOKYEONG
229,제22대,임이자,국민의힘,"환경노동위원회, 국회운영위원회",경북 상주시문경시 ,여,3선,지역구,LIMLEEJA
230,제22대,임종득,국민의힘,"국방위원회, 예산결산특별위원회",경북 영주시영양군봉화군,남,초선,지역구,LIMJONGDEUK
231,제22대,임호선,더불어민주당,"농림축산식품해양수산위원회, 예산결산특별위원회",충북 증평군진천군음성군,남,재선,지역구,LIMHOSEON
232,제22대,장경태,더불어민주당,"법제사법위원회, 예산결산특별위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",서울 동대문구을,남,재선,지역구,JANGKYUNGTAE
233,제22대,장동혁,국민의힘,"법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",충남 보령시서천군,남,재선,지역구,JANGDONGHYEOK
234,제22대,장종태,더불어민주당,보건복지위원회,대전 서구갑,남,초선,지역구,CHANGJONGTAE
235,제22대,장철민,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",대전 동구,남,재선,지역구,CHULMINJANG
236,제22대,전용기,더불어민주당,"국토교통위원회, 국회운영위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",경기 화성시정,남,재선,지역구,JEONYONGGI
237,제22대,전재수,더불어민주당,문화체육관광위원회,부산 북구갑,남,3선,지역구,CHUNJAESOO
238,제22대,전종덕,진보당,농림축산식품해양수산위원회,비례대표,여,초선,비례대표,CHUNJONGDUK
239,제22대,전진숙,더불어민주당,"보건복지위원회, 여성가족위원회",광주 북구을,여,초선,지역구,JEONJINSOOK
240,제22대,전현희,더불어민주당,법제사법위원회,서울 중구성동구갑,여,3선,지역구,JEONHYUNHEUI
241,제22대,정동만,국민의힘,행정안전위원회,부산 기장군,남,재선,지역구,JEONGDONGMAN
242,제22대,정동영,더불어민주당,"과학기술정보방송통신위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",전북 전주시병,남,5선,지역구,CHUNGDONGYOUNG
243,제22대,정성국,국민의힘,"교육위원회, 국회운영위원회",부산 부산진구갑,남,초선,지역구,JUNGSUNGKOOK
244,제22대,정성호,더불어민주당,기획재정위원회,경기 동두천시양주시연천군갑,남,5선,지역구,JUNGSUNGHO
245,제22대,정연욱,국민의힘,문화체육관광위원회,부산 수영구,남,초선,지역구,JUNGYEONWOOK
246,제22대,정을호,더불어민주당,교육위원회,비례대표,남,초선,비례대표,JUNGEULHO
247,제22대,정일영,더불어민주당,"기획재정위원회, 예산결산특별위원회",인천 연수구을,남,재선,지역구,CHUNGILYOUNG
248,제22대,정점식,국민의힘,국토교통위원회,경남 통영시고성군,남,3선,지역구,JEONGJEOMSIG
249,제22대,정준호,더불어민주당,국토교통위원회,광주 북구갑,남,초선,지역구,JEONGJUNHO
250,제22대,정진욱,더불어민주당,"국회운영위원회, 산업통상자원중소벤처기업위원회",광주 동구남구갑,남,초선,지역구,CHUNGCHINOOK
251,제22대,정청래,더불어민주당,법제사법위원회,서울 마포구을,남,4선,지역구,JUNGCHUNGRAE
252,제22대,정춘생,조국혁신당,행정안전위원회,비례대표,여,초선,비례대표,CHUNGCHOONSAENG
253,제22대,정태호,더불어민주당,기획재정위원회,서울 관악구을,남,재선,지역구,JUNGTAEHO
254,제22대,정혜경,진보당,환경노동위원회,비례대표,여,초선,비례대표,JUNGHYEKYUNG
255,제22대,정희용,국민의힘,농림축산식품해양수산위원회,경북 고령군성주군칠곡군,남,재선,지역구,JUNGHEEYONG
256,제22대,조경태,국민의힘,농림축산식품해양수산위원회,부산 사하구을,남,6선,지역구,CHOKYOUNGTAE
257,제22대,조계원,더불어민주당,문화체육관광위원회,전남 여수시을,남,초선,지역구,CHOGYEWON
258,제22대,조국,조국혁신당,국방위원회,비례대표,남,초선,비례대표,CHOKUK
259,제22대,조배숙,국민의힘,"법제사법위원회, 예산결산특별위원회",비례대표,여,5선,비례대표,CHOBAESOOK
260,제22대,조승래,더불어민주당,정무위원회,대전 유성구갑,남,3선,지역구,JOSEOUNGLAE
261,제22대,조승환,국민의힘,"행정안전위원회, 예산결산특별위원회",부산 중구영도구,남,초선,지역구,CHOSEUNGHWAN
262,제22대,조은희,국민의힘,"행정안전위원회, 여성가족위원회",서울 서초구갑,여,재선,지역구,CHOEUNHEE
263,제22대,조인철,더불어민주당,과학기술정보방송통신위원회,광주 서구갑,남,초선,지역구,CHOINCHEUL
264,제22대,조정식,더불어민주당,외교통일위원회,경기 시흥시을,남,6선,지역구,CHOJEONGSIK
265,제22대,조정훈,국민의힘,교육위원회,서울 마포구갑,남,재선,지역구,CHOJUNGHUN
266,제22대,조지연,국민의힘,"환경노동위원회, 예산결산특별위원회",경북 경산시,여,초선,지역구,CHOJIYEON
267,제22대,주진우,국민의힘,"법제사법위원회, 국회운영위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",부산 해운대구갑,남,초선,지역구,JOOJINWOO
268,제22대,주철현,더불어민주당,"농림축산식품해양수산위원회, 예산결산특별위원회",전남 여수시갑,남,재선,지역구,JUCHEOLHYEON
269,제22대,주호영,국민의힘,산업통상자원중소벤처기업위원회,대구 수성구갑,남,6선,지역구,JOOHOYOUNG
270,제22대,진선미,더불어민주당,교육위원회,서울 강동구갑,여,4선,지역구,JINSUNMEE
271,제22대,진성준,더불어민주당,기획재정위원회,서울 강서구을,남,3선,지역구,JINSUNGJOON
272,제22대,진종오,국민의힘,문화체육관광위원회,비례대표,남,초선,비례대표,JINJONGOH
273,제22대,차규근,조국혁신당,"기획재정위원회, 예산결산특별위원회",비례대표,남,초선,비례대표,CHAGYUGEUN
274,제22대,차지호,더불어민주당,외교통일위원회,경기 오산시,남,초선,지역구,CHAJIHO
275,제22대,채현일,더불어민주당,행정안전위원회,서울 영등포구갑,남,초선,지역구,CHAIHYUNIL
276,제22대,천준호,더불어민주당,정무위원회,서울 강북구갑,남,재선,지역구,CHEONJUNHO
277,제22대,천하람,개혁신당,"국회운영위원회, 기획재정위원회",비례대표,남,초선,비례대표,CHUNHARAM
278,제22대,최기상,더불어민주당,기획재정위원회,서울 금천구,남,재선,지역구,CHOIKISANG
279,제22대,최민희,더불어민주당,과학기술정보방송통신위원회,경기 남양주시갑,여,재선,지역구,CHOIMinhee
280,제22대,최보윤,국민의힘,보건복지위원회,비례대표,여,초선,비례대표,CHOIBOYUN
281,제22대,최수진,국민의힘,과학기술정보방송통신위원회,비례대표,여,초선,비례대표,CHOISOOJIN
282,제22대,최은석,국민의힘,"기획재정위원회, 예산결산특별위원회",대구 동구군위군갑,남,초선,지역구,CHOIEUNSEOK
283,제22대,최형두,국민의힘,"과학기술정보방송통신위원회, 예산결산특별위원회",경남 창원시마산합포구,남,재선,지역구,CHOIHYUNGDU
284,제22대,추경호,국민의힘,"국회운영위원회, 보건복지위원회, 정보위원회",대구 달성군,남,3선,지역구,CHOOKYUNGHO
285,제22대,추미애,더불어민주당,"국방위원회, 국회운영위원회",경기 하남시갑,여,6선,지역구,CHOOMIAE
286,제22대,한기호,국민의힘,"예산결산특별위원회, 국방위원회",강원 춘천시철원군화천군양구군을,남,4선,지역구,HANKIHO
287,제22대,한민수,더불어민주당,"과학기술정보방송통신위원회, 예산결산특별위원회",서울 강북구을,남,초선,지역구,HANMINSOO
288,제22대,한병도,더불어민주당,행정안전위원회,전북 익산시을 ,남,3선,지역구,HANBYUNGDO
289,제22대,한정애,더불어민주당,외교통일위원회,서울 강서구병,여,4선,지역구,HANJEOUNGAE
290,제22대,한준호,더불어민주당,국토교통위원회,경기 고양시을,남,재선,지역구,HANJUNHO
291,제22대,한지아,국민의힘,"보건복지위원회, 여성가족위원회",비례대표,여,초선,비례대표,HANZEEA
292,제22대,한창민,사회민주당,정무위원회,비례대표,남,초선,비례대표,HANCHANGMIN
293,제22대,허성무,더불어민주당,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",경남 창원시성산구,남,초선,지역구,HUHSUNGMOO
294,제22대,허영,더불어민주당,"국방위원회, 예산결산특별위원회",강원 춘천시철원군화천군양구군갑,남,재선,지역구,HUHYOUNG
295,제22대,허종식,더불어민주당,산업통상자원중소벤처기업위원회,인천 동구미추홀구갑,남,재선,지역구,HEOJONGSIK
296,제22대,홍기원,더불어민주당,"예산결산특별위원회, 외교통일위원회",경기 평택시갑,남,재선,지역구,HONGKEEWON
297,제22대,황명선,더불어민주당,"기획재정위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",충남 논산시계룡시금산군,남,초선,지역구,HWANGMYEONGSEON
298,제22대,황운하,조국혁신당,"국토교통위원회, 예산결산특별위원회",비례대표,남,재선,비례대표,HWANGUNHA
299,제22대,황정아,더불어민주당,"과학기술정보방송통신위원회, 예산결산특별위원회",대전 유성구을,여,초선,지역구,HWANGJUNGA
300,제22대,황희,더불어민주당,국방위원회,서울 양천구갑,남,3선,지역구,HWANGHEE